Temperature,Humidity,Moisture,Nitrogen,Phosphorus,Potassium,Soil_Type,Crop_Type,Fertilizer
29.9,66,62,54,38,46,Loamy,Sugarcane,NPK 20-20-20
31.7,59,54,66,43,48,Loamy,Cotton,NPK 20-20-20
37.9,59,41,30,19,21,Black,Maize,Ammonium Sulphate
27.8,49,37,11,49,11,Red,Ground Nuts,SSP
35.0,54,31,13,13,68,Black,Rice,MOP
26.8,52,53,20,95,14,Loamy,Maize,DAP
36.0,71,47,69,41,38,Loamy,Cotton,NPK 20-20-20
27.0,66,41,87,3,0,Loamy,Maize,Urea
33.9,61,46,3,77,23,Red,Pulses,DAP
30.4,67,45,58,32,25,Red,Sugarcane,NPK 20-20-20
31.5,51,30,25,14,18,Loamy,Pulses,Ammonium Sulphate
30.3,51,72,57,41,35,Black,Maize,NPK 20-20-20
20.9,41,38,9,54,18,Red,Millets,SSP
29.2,44,37,25,8,17,Red,Millets,Ammonium Sulphate
26.8,53,55,48,68,52,Black,Millets,NPK 10-26-26
17.7,50,30,21,40,23,Red,Maize,SSP
33.0,65,38,24,11,21,Sandy,Wheat,Ammonium Sulphate
29.8,64,60,53,43,41,Red,Tobacco,NPK 20-20-20
29.3,70,58,54,46,33,Red,Ground Nuts,NPK 20-20-20
22.0,49,40,23,21,29,Sandy,Maize,Ammonium Sulphate
34.2,66,53,56,38,46,Clayey,Tobacco,NPK 20-20-20
20.4,51,39,25,23,26,Red,Wheat,Ammonium Sulphate
30.3,41,42,94,20,18,Loamy,Tobacco,Urea
25.8,50,54,27,45,63,Sandy,Wheat,NPK 10-26-26
19.8,77,49,11,76,1,Black,Tobacco,DAP
26.5,43,34,75,16,8,Red,Millets,Urea
26.2,47,44,50,58,69,Sandy,Rice,NPK 10-26-26
26.5,39,35,17,48,13,Red,Oil Seeds,SSP
29.1,61,44,79,13,3,Black,Wheat,Urea
30.0,47,36,28,22,21,Sandy,Wheat,Ammonium Sulphate
28.6,52,45,48,54,60,Clayey,Wheat,NPK 10-26-26
28.8,46,43,5,11,62,Red,Maize,MOP
33.5,54,31,30,25,29,Loamy,Wheat,Ammonium Sulphate
29.8,37,22,10,10,79,Loamy,Tobacco,MOP
29.1,50,45,24,18,30,Sandy,Cotton,Ammonium Sulphate
27.5,40,33,14,56,1,Red,Ground Nuts,SSP
29.9,58,47,45,58,54,Loamy,Maize,NPK 10-26-26
30.0,55,22,77,13,8,Clayey,Cotton,Urea
31.4,43,36,42,57,55,Sandy,Maize,NPK 10-26-26
28.8,78,56,61,42,36,Loamy,Tobacco,NPK 20-20-20
26.2,45,38,11,9,63,Clayey,Wheat,MOP
39.9,52,60,45,50,46,Sandy,Rice,NPK 20-20-20
30.3,47,41,19,21,26,Loamy,Maize,Ammonium Sulphate
33.7,53,54,27,80,22,Black,Wheat,DAP
24.3,54,43,16,81,15,Black,Wheat,DAP
30.0,51,42,53,67,51,Sandy,Wheat,NPK 10-26-26
27.3,33,29,19,49,15,Red,Wheat,SSP
28.9,43,50,58,59,58,Loamy,Rice,NPK 10-26-26
29.4,52,34,16,11,25,Red,Maize,Ammonium Sulphate
28.6,44,46,12,12,76,Black,Maize,MOP
31.7,60,62,55,47,36,Loamy,Tobacco,NPK 20-20-20
29.8,63,55,46,32,46,Loamy,Maize,NPK 20-20-20
25.3,52,20,9,49,17,Black,Rice,SSP
23.8,37,43,79,10,22,Loamy,Wheat,Urea
32.7,63,52,26,71,21,Black,Wheat,DAP
28.3,63,51,52,40,47,Loamy,Sugarcane,NPK 20-20-20
27.3,55,39,76,12,27,Clayey,Rice,Urea
23.5,43,29,6,12,77,Loamy,Wheat,MOP
27.8,48,29,26,21,32,Red,Tobacco,Ammonium Sulphate
35.8,46,54,59,50,48,Loamy,Millets,NPK 10-26-26
26.7,40,16,0,55,10,Red,Ground Nuts,SSP
28.9,58,60,43,39,40,Loamy,Tobacco,NPK 20-20-20
21.8,49,34,9,50,0,Loamy,Oil Seeds,SSP
27.3,56,44,20,80,38,Red,Sugarcane,DAP
27.3,75,36,16,61,26,Clayey,Maize,DAP
31.0,54,53,29,72,19,Black,Wheat,DAP
25.9,49,42,97,22,10,Loamy,Rice,Urea
27.1,52,57,14,61,21,Clayey,Pulses,DAP
33.9,50,37,18,24,23,Black,Maize,Ammonium Sulphate
34.3,38,32,12,2,77,Loamy,Wheat,MOP
30.2,68,54,61,45,48,Sandy,Sugarcane,NPK 20-20-20
24.8,56,31,16,12,37,Loamy,Millets,Ammonium Sulphate
35.4,33,25,1,52,8,Sandy,Oil Seeds,SSP
34.3,37,26,15,45,7,Sandy,Ground Nuts,SSP
32.2,28,31,15,49,16,Loamy,Ground Nuts,SSP
26.2,55,29,87,7,12,Loamy,Maize,Urea
25.6,55,37,94,12,15,Sandy,Wheat,Urea
23.0,50,32,7,44,16,Red,Pulses,SSP
31.7,57,44,58,47,52,Red,Cotton,NPK 20-20-20
21.6,50,44,13,72,16,Black,Wheat,DAP
24.5,63,45,23,91,28,Clayey,Rice,DAP
28.2,41,26,80,20,17,Red,Maize,Urea
28.7,62,58,46,42,23,Loamy,Maize,NPK 20-20-20
32.2,43,36,54,57,51,Clayey,Cotton,NPK 10-26-26
32.7,66,46,11,83,10,Red,Pulses,DAP
26.3,50,43,37,63,49,Sandy,Maize,NPK 10-26-26
28.7,32,27,16,61,13,Red,Wheat,SSP
21.0,52,39,104,13,7,Clayey,Maize,Urea
26.5,53,38,55,45,52,Sandy,Oil Seeds,NPK 10-26-26
27.3,54,45,10,71,16,Red,Maize,DAP
28.6,48,47,89,17,21,Loamy,Wheat,Urea
29.1,63,47,8,75,10,Loamy,Wheat,DAP
29.5,40,31,0,14,58,Black,Cotton,MOP
33.5,59,29,75,25,3,Loamy,Sugarcane,Urea
29.9,63,38,0,79,15,Loamy,Wheat,DAP
37.0,63,59,68,41,38,Sandy,Cotton,NPK 20-20-20
34.9,58,61,63,42,39,Red,Pulses,NPK 20-20-20
25.3,46,34,71,15,0,Loamy,Cotton,Urea
30.9,44,39,12,6,76,Red,Cotton,MOP
25.8,37,50,58,58,58,Loamy,Maize,NPK 10-26-26
25.3,53,45,52,66,49,Sandy,Cotton,NPK 10-26-26
25.3,64,64,49,37,41,Black,Maize,NPK 20-20-20
26.2,51,42,79,15,12,Loamy,Cotton,Urea
27.6,43,46,58,59,56,Clayey,Cotton,NPK 10-26-26
36.3,65,54,59,37,47,Loamy,Cotton,NPK 20-20-20
40.7,72,48,23,76,14,Clayey,Pulses,DAP
26.1,50,45,31,27,41,Red,Millets,Ammonium Sulphate
28.1,68,53,53,44,29,Loamy,Tobacco,NPK 20-20-20
27.9,50,42,94,15,11,Clayey,Wheat,Urea
26.6,50,40,32,28,22,Loamy,Oil Seeds,Ammonium Sulphate
37.6,49,46,11,83,25,Black,Wheat,DAP
14.9,38,34,7,50,12,Red,Ground Nuts,SSP
38.4,65,56,20,64,19,Loamy,Wheat,DAP
27.5,52,36,82,16,27,Clayey,Cotton,Urea
32.7,48,45,8,22,22,Loamy,Pulses,Ammonium Sulphate
26.9,50,42,7,19,64,Loamy,Cotton,MOP
28.5,50,45,5,69,33,Red,Millets,DAP
28.3,65,55,63,49,53,Red,Rice,NPK 20-20-20
28.3,34,33,28,14,22,Sandy,Maize,Ammonium Sulphate
34.1,40,30,7,5,80,Black,Maize,MOP
29.4,35,39,6,9,64,Loamy,Wheat,MOP
21.0,46,40,58,50,38,Loamy,Cotton,NPK 10-26-26
25.7,55,35,60,50,54,Red,Rice,NPK 10-26-26
22.0,47,37,7,38,17,Clayey,Tobacco,SSP
30.8,46,42,20,13,70,Loamy,Wheat,MOP
30.0,64,30,91,28,27,Loamy,Sugarcane,Urea
31.0,35,31,8,3,80,Red,Wheat,MOP
23.4,38,38,29,23,39,Sandy,Tobacco,Ammonium Sulphate
27.1,46,38,80,20,17,Clayey,Sugarcane,Urea
20.7,46,37,5,50,5,Sandy,Ground Nuts,SSP
28.8,67,45,8,77,17,Black,Wheat,DAP
24.7,48,34,11,66,5,Red,Pulses,SSP
31.2,37,34,9,12,70,Loamy,Rice,MOP
30.6,65,63,51,46,40,Loamy,Wheat,NPK 20-20-20
33.5,53,47,46,53,42,Loamy,Wheat,NPK 10-26-26
33.9,51,22,4,21,80,Loamy,Wheat,MOP
30.7,47,34,16,10,57,Red,Rice,MOP
28.7,34,43,8,22,67,Sandy,Wheat,MOP
20.1,47,32,21,23,34,Loamy,Maize,Ammonium Sulphate
35.6,66,52,66,34,44,Red,Cotton,NPK 20-20-20
26.6,46,41,0,56,13,Red,Rice,SSP
25.4,41,30,83,14,20,Clayey,Maize,Urea
31.3,59,56,91,26,18,Black,Cotton,Urea
21.1,68,58,45,34,38,Black,Cotton,NPK 20-20-20
21.6,40,36,7,39,6,Sandy,Pulses,SSP
26.9,38,40,10,7,79,Black,Cotton,MOP
24.2,61,39,71,15,9,Loamy,Ground Nuts,Urea
31.4,45,46,11,11,55,Loamy,Maize,MOP
31.2,66,43,13,85,28,Black,Pulses,DAP
23.2,47,52,62,58,43,Sandy,Wheat,NPK 10-26-26
32.6,59,40,31,32,23,Loamy,Pulses,Ammonium Sulphate
25.8,46,49,7,15,74,Black,Maize,MOP
29.7,38,30,9,15,66,Red,Sugarcane,MOP
29.1,53,40,12,17,63,Clayey,Cotton,MOP
32.4,64,50,56,32,40,Red,Rice,NPK 20-20-20
21.4,45,29,11,52,6,Red,Oil Seeds,SSP
22.7,43,33,18,46,12,Loamy,Tobacco,SSP
25.0,36,46,7,59,8,Sandy,Oil Seeds,SSP
32.0,55,38,15,20,27,Loamy,Tobacco,Ammonium Sulphate
31.4,69,57,63,39,41,Clayey,Tobacco,NPK 20-20-20
28.3,33,31,9,53,2,Black,Wheat,SSP
28.8,37,25,1,53,12,Loamy,Pulses,SSP
24.3,56,32,87,11,22,Black,Rice,Urea
34.1,44,29,20,17,25,Sandy,Cotton,Ammonium Sulphate
25.2,59,35,28,23,30,Sandy,Maize,Ammonium Sulphate
37.5,65,54,64,36,50,Loamy,Maize,NPK 20-20-20
29.3,64,36,60,53,62,Loamy,Maize,NPK 10-26-26
27.9,41,44,16,21,32,Loamy,Millets,Ammonium Sulphate
25.4,40,41,43,59,63,Red,Tobacco,NPK 10-26-26
27.3,39,52,83,22,19,Black,Sugarcane,Urea
31.5,39,31,16,60,18,Red,Oil Seeds,SSP
33.3,51,46,17,78,20,Black,Maize,DAP
28.2,54,36,10,10,75,Red,Sugarcane,MOP
27.8,39,42,8,9,62,Black,Maize,MOP
30.5,48,33,88,2,17,Black,Tobacco,Urea
19.5,57,50,14,75,8,Black,Maize,DAP
30.5,55,49,18,73,22,Red,Maize,DAP
35.3,57,38,91,1,0,Loamy,Maize,Urea
21.8,46,34,5,50,5,Sandy,Ground Nuts,SSP
23.0,38,48,38,13,43,Loamy,Oil Seeds,Ammonium Sulphate
29.9,50,47,92,14,16,Loamy,Maize,Urea
36.1,41,39,10,11,54,Loamy,Maize,MOP
29.3,66,33,27,19,44,Clayey,Tobacco,Ammonium Sulphate
33.2,65,45,25,69,15,Loamy,Pulses,DAP
31.4,70,51,44,39,39,Sandy,Tobacco,NPK 20-20-20
36.1,52,45,15,82,12,Clayey,Maize,DAP
33.3,71,70,70,44,47,Loamy,Cotton,NPK 20-20-20
25.7,57,41,19,22,32,Sandy,Tobacco,Ammonium Sulphate
27.0,44,43,10,10,78,Black,Maize,MOP
27.3,66,52,21,62,18,Red,Wheat,DAP
29.9,45,40,56,46,63,Loamy,Sugarcane,NPK 10-26-26
32.2,60,45,55,47,60,Loamy,Cotton,NPK 10-26-26
20.8,58,36,47,64,50,Red,Pulses,NPK 10-26-26
22.0,58,29,49,70,53,Sandy,Rice,NPK 10-26-26
28.2,57,46,44,59,58,Loamy,Millets,NPK 10-26-26
20.6,40,29,1,51,19,Sandy,Sugarcane,SSP
25.5,67,48,66,42,41,Sandy,Sugarcane,NPK 20-20-20
33.9,56,51,45,55,55,Red,Wheat,NPK 10-26-26
18.0,39,40,6,40,6,Loamy,Pulses,SSP
31.1,67,34,12,72,19,Black,Wheat,DAP
22.6,53,43,11,54,11,Sandy,Oil Seeds,SSP
29.4,66,51,54,61,62,Red,Rice,NPK 10-26-26
29.5,53,45,37,40,54,Sandy,Rice,NPK 10-26-26
22.2,63,57,56,40,36,Loamy,Maize,NPK 20-20-20
31.7,61,59,13,89,17,Black,Millets,DAP
28.7,38,37,14,49,24,Loamy,Sugarcane,SSP
34.1,58,40,22,31,32,Sandy,Oil Seeds,Ammonium Sulphate
33.0,44,39,4,0,63,Loamy,Rice,MOP
29.2,54,42,92,30,19,Loamy,Wheat,Urea
27.0,41,38,7,15,72,Red,Cotton,MOP
22.7,59,47,43,60,46,Red,Rice,NPK 10-26-26
35.3,27,31,6,22,73,Red,Rice,MOP
36.4,57,52,20,66,19,Clayey,Pulses,DAP
27.7,63,42,85,0,22,Loamy,Maize,Urea
27.2,68,51,9,76,14,Loamy,Pulses,DAP
21.2,47,29,9,52,10,Loamy,Oil Seeds,SSP
20.9,45,35,24,59,13,Sandy,Sugarcane,SSP
28.9,55,42,54,59,48,Loamy,Wheat,NPK 10-26-26
24.3,58,41,60,55,49,Loamy,Millets,NPK 10-26-26
25.0,57,43,50,61,49,Loamy,Rice,NPK 10-26-26
35.4,58,47,63,44,41,Clayey,Cotton,NPK 20-20-20
24.2,49,41,17,11,26,Red,Millets,Ammonium Sulphate
37.3,45,30,13,11,55,Clayey,Wheat,MOP
25.9,55,54,55,52,39,Loamy,Millets,NPK 20-20-20
28.7,75,54,13,77,24,Black,Pulses,DAP
29.5,47,40,66,48,49,Red,Wheat,NPK 10-26-26
25.1,48,27,20,57,6,Sandy,Pulses,SSP
32.6,36,43,6,18,70,Clayey,Wheat,MOP
25.6,53,48,29,34,20,Sandy,Pulses,Ammonium Sulphate
36.5,48,24,12,5,59,Red,Cotton,MOP
26.6,25,29,8,52,7,Sandy,Oil Seeds,SSP
25.7,42,46,81,25,19,Loamy,Cotton,Urea
25.1,44,42,91,19,13,Clayey,Wheat,Urea
23.3,51,41,24,13,34,Loamy,Maize,Ammonium Sulphate
25.6,51,35,104,5,5,Clayey,Maize,Urea
30.2,44,30,3,47,8,Red,Wheat,SSP
27.0,49,39,5,14,90,Loamy,Maize,MOP
30.8,43,42,57,34,55,Red,Pulses,NPK 10-26-26
24.3,51,41,63,34,49,Black,Maize,NPK 10-26-26
31.2,37,42,9,1,82,Black,Maize,MOP
32.9,52,27,13,6,74,Loamy,Wheat,MOP
25.0,42,21,9,45,11,Sandy,Pulses,SSP
29.8,53,50,40,64,60,Sandy,Pulses,NPK 10-26-26
30.0,67,47,54,41,41,Sandy,Oil Seeds,NPK 20-20-20
32.2,74,44,54,36,38,Sandy,Ground Nuts,NPK 20-20-20
33.5,43,24,0,46,22,Sandy,Ground Nuts,SSP
37.3,46,46,52,46,59,Sandy,Rice,NPK 10-26-26
28.3,37,22,5,9,71,Red,Rice,MOP
26.8,40,17,4,49,7,Loamy,Pulses,SSP
35.7,70,60,48,35,34,Black,Cotton,NPK 20-20-20
26.5,47,24,11,43,9,Sandy,Ground Nuts,SSP
24.1,40,22,0,58,15,Black,Pulses,SSP
26.4,55,32,18,15,29,Loamy,Maize,Ammonium Sulphate
34.7,53,51,33,24,22,Sandy,Rice,Ammonium Sulphate
25.1,41,33,95,31,0,Clayey,Millets,Urea
42.3,71,44,19,76,24,Black,Wheat,DAP
32.6,44,36,1,19,83,Clayey,Rice,MOP
28.5,46,25,8,15,65,Black,Rice,MOP
23.1,57,45,17,7,29,Loamy,Wheat,Ammonium Sulphate
35.7,42,30,11,20,73,Black,Wheat,MOP
24.9,40,31,84,15,16,Black,Wheat,Urea
31.5,48,37,30,26,29,Red,Tobacco,Ammonium Sulphate
28.6,59,42,44,56,62,Clayey,Rice,NPK 10-26-26
25.4,43,23,9,47,8,Red,Oil Seeds,SSP
20.0,54,41,18,79,33,Black,Millets,DAP
24.8,52,40,24,76,18,Black,Wheat,DAP
21.6,37,42,19,46,8,Loamy,Ground Nuts,SSP
30.0,57,42,30,25,36,Sandy,Tobacco,Ammonium Sulphate
35.3,45,40,12,20,76,Black,Maize,MOP
30.9,46,33,7,38,23,Red,Cotton,SSP
33.0,48,47,44,57,45,Red,Cotton,NPK 10-26-26
24.3,43,31,8,14,77,Red,Cotton,MOP
22.8,33,24,16,47,18,Sandy,Ground Nuts,SSP
19.5,47,46,51,45,64,Sandy,Maize,NPK 10-26-26
24.9,64,55,48,49,56,Clayey,Maize,NPK 20-20-20
28.4,55,43,48,52,51,Red,Wheat,NPK 10-26-26
23.5,49,45,86,27,21,Clayey,Rice,Urea
23.5,46,39,82,16,2,Black,Rice,Urea
33.4,66,49,64,48,40,Red,Sugarcane,NPK 20-20-20
28.8,58,45,54,60,60,Red,Wheat,NPK 10-26-26
34.0,68,55,22,101,17,Red,Rice,DAP
28.0,62,47,19,86,22,Black,Rice,DAP
27.1,46,31,17,24,20,Loamy,Tobacco,Ammonium Sulphate
29.7,37,36,4,11,83,Black,Millets,MOP
28.0,65,43,53,61,56,Sandy,Wheat,NPK 10-26-26
26.9,38,37,14,57,10,Loamy,Oil Seeds,SSP
29.1,45,39,82,16,18,Black,Maize,Urea
26.3,35,31,10,70,15,Clayey,Pulses,SSP
29.7,54,41,75,25,22,Red,Sugarcane,Urea
23.6,59,38,91,15,13,Black,Cotton,Urea
32.9,51,24,6,22,76,Red,Rice,MOP
40.5,67,57,56,52,48,Sandy,Maize,NPK 20-20-20
25.9,58,32,7,32,20,Black,Wheat,Ammonium Sulphate
25.4,60,43,91,4,3,Loamy,Cotton,Urea
30.4,37,47,31,34,40,Red,Tobacco,Ammonium Sulphate
29.7,66,38,28,55,28,Black,Ground Nuts,DAP
26.0,68,45,6,82,19,Loamy,Ground Nuts,DAP
34.1,47,42,37,45,52,Sandy,Rice,NPK 10-26-26
23.4,51,41,88,8,9,Red,Cotton,Urea
22.3,36,49,90,6,20,Red,Sugarcane,Urea
31.9,61,48,54,46,35,Loamy,Tobacco,NPK 20-20-20
29.4,53,37,22,20,39,Red,Millets,Ammonium Sulphate
24.8,50,33,85,16,11,Clayey,Sugarcane,Urea
34.2,60,42,13,29,14,Sandy,Cotton,Ammonium Sulphate
29.9,58,42,27,22,36,Sandy,Millets,Ammonium Sulphate
32.3,64,48,65,45,26,Loamy,Wheat,NPK 20-20-20
25.8,57,57,25,83,10,Loamy,Pulses,DAP
29.9,60,57,62,53,46,Red,Maize,NPK 20-20-20
26.3,66,53,61,39,35,Sandy,Sugarcane,NPK 20-20-20
21.8,37,24,9,61,18,Black,Ground Nuts,SSP
31.4,62,47,60,38,34,Loamy,Maize,NPK 20-20-20
29.5,71,58,49,46,40,Red,Maize,NPK 20-20-20
28.5,48,42,43,58,47,Red,Cotton,NPK 10-26-26
34.2,58,47,88,17,22,Sandy,Millets,Urea
21.8,69,49,17,67,28,Sandy,Rice,DAP
25.2,47,44,87,0,11,Loamy,Tobacco,Urea
34.4,53,46,37,54,52,Red,Ground Nuts,NPK 10-26-26
35.4,71,40,14,87,15,Black,Rice,DAP
28.5,63,46,91,21,12,Loamy,Maize,Urea
33.4,66,39,2,23,75,Loamy,Cotton,MOP
30.6,62,39,31,25,29,Sandy,Millets,Ammonium Sulphate
26.4,49,43,13,58,18,Red,Ground Nuts,SSP
34.5,56,43,48,52,48,Red,Wheat,NPK 10-26-26
37.1,39,27,8,26,74,Loamy,Rice,MOP
36.3,70,37,0,65,8,Red,Wheat,DAP
28.7,76,50,18,78,12,Black,Pulses,DAP
27.7,61,46,47,47,56,Black,Cotton,NPK 10-26-26
29.0,44,49,29,15,20,Red,Millets,Ammonium Sulphate
29.6,52,38,73,24,15,Clayey,Rice,Urea
33.6,57,32,43,65,59,Sandy,Cotton,NPK 10-26-26
35.4,56,41,52,62,57,Sandy,Cotton,NPK 10-26-26
28.4,64,50,65,36,37,Sandy,Rice,NPK 20-20-20
22.5,50,48,50,52,63,Red,Ground Nuts,NPK 10-26-26
23.6,61,45,8,71,0,Red,Wheat,DAP
26.0,47,26,14,18,72,Black,Rice,MOP
34.2,65,50,18,73,18,Black,Pulses,DAP
29.7,50,40,50,64,49,Loamy,Rice,NPK 10-26-26
30.7,42,49,82,22,15,Red,Cotton,Urea
25.9,45,39,6,11,79,Black,Wheat,MOP
26.5,66,56,49,71,61,Red,Cotton,NPK 10-26-26
35.6,67,63,62,43,37,Sandy,Maize,NPK 20-20-20
34.1,33,22,21,44,3,Red,Pulses,SSP
26.0,56,36,15,45,18,Sandy,Oil Seeds,SSP
25.2,46,44,12,53,10,Red,Oil Seeds,SSP
43.4,67,40,79,8,21,Clayey,Rice,Urea
24.9,63,46,11,87,23,Loamy,Ground Nuts,DAP
29.1,37,24,6,53,10,Loamy,Maize,SSP
29.7,58,23,0,20,73,Loamy,Wheat,MOP
34.4,69,39,59,41,49,Loamy,Maize,NPK 20-20-20
34.3,61,57,57,35,49,Red,Maize,NPK 20-20-20
33.1,50,38,14,62,12,Black,Wheat,DAP
30.3,52,24,5,10,88,Loamy,Cotton,MOP
26.7,67,27,88,22,8,Black,Sugarcane,Urea
30.1,58,56,56,67,59,Loamy,Wheat,NPK 10-26-26
27.0,59,55,76,38,34,Sandy,Cotton,NPK 20-20-20
28.4,31,34,11,44,10,Red,Oil Seeds,SSP
19.3,37,37,3,44,10,Sandy,Ground Nuts,SSP
28.2,57,49,87,25,6,Clayey,Tobacco,Urea
21.3,46,43,21,45,7,Sandy,Ground Nuts,SSP
22.3,62,54,52,47,43,Loamy,Cotton,NPK 20-20-20
22.8,49,43,14,19,70,Black,Rice,MOP
25.7,67,56,53,48,50,Sandy,Maize,NPK 20-20-20
31.0,59,39,10,97,12,Loamy,Tobacco,DAP
32.3,56,38,23,69,24,Loamy,Maize,DAP
33.2,49,48,7,59,11,Sandy,Pulses,SSP
29.2,37,35,15,4,69,Red,Wheat,MOP
26.1,52,48,83,10,18,Loamy,Maize,Urea
29.8,29,33,7,60,16,Black,Pulses,SSP
30.8,61,47,7,72,30,Black,Maize,DAP
35.0,70,46,46,49,72,Red,Cotton,NPK 10-26-26
32.0,53,50,24,83,19,Clayey,Maize,DAP
29.2,44,46,75,8,8,Loamy,Rice,Urea
27.6,62,35,40,49,49,Red,Cotton,NPK 10-26-26
30.0,34,36,10,21,83,Black,Wheat,MOP
21.9,56,41,16,78,21,Red,Rice,DAP
24.2,59,55,59,36,41,Sandy,Tobacco,NPK 20-20-20
26.1,61,37,43,48,57,Red,Cotton,NPK 10-26-26
32.8,56,43,105,16,6,Loamy,Rice,Urea
29.8,48,43,19,80,8,Loamy,Wheat,DAP
29.0,65,39,55,43,53,Clayey,Maize,NPK 10-26-26
26.2,58,39,11,72,4,Black,Ground Nuts,DAP
36.0,76,48,59,26,50,Black,Sugarcane,NPK 20-20-20
31.6,58,49,40,49,60,Sandy,Rice,NPK 10-26-26
27.9,57,45,11,79,11,Red,Maize,DAP
29.5,69,41,89,9,8,Clayey,Cotton,Urea
22.3,39,44,2,10,69,Red,Pulses,MOP
36.6,46,35,8,11,57,Red,Sugarcane,MOP
27.1,58,40,38,45,50,Black,Cotton,NPK 10-26-26
28.6,32,27,9,46,2,Sandy,Pulses,SSP
33.6,49,39,76,21,19,Black,Wheat,Urea
31.2,59,48,65,39,41,Sandy,Sugarcane,NPK 20-20-20
24.1,59,45,10,78,6,Red,Sugarcane,DAP
29.2,58,50,64,51,58,Loamy,Maize,NPK 10-26-26
29.4,41,37,80,13,12,Clayey,Millets,Urea
29.9,46,36,90,9,4,Black,Millets,Urea
24.8,55,45,29,21,33,Red,Oil Seeds,Ammonium Sulphate
36.2,56,48,33,61,15,Black,Wheat,DAP
24.3,53,39,72,8,5,Sandy,Millets,Urea
34.5,55,34,3,12,66,Loamy,Rice,MOP
24.7,53,48,25,26,27,Sandy,Tobacco,Ammonium Sulphate
25.4,62,47,47,52,46,Black,Rice,NPK 10-26-26
26.0,48,44,54,56,54,Loamy,Cotton,NPK 10-26-26
25.0,38,30,9,49,7,Loamy,Pulses,SSP
27.3,69,47,2,84,9,Loamy,Pulses,DAP
31.2,57,42,6,19,73,Clayey,Rice,MOP
26.8,56,34,38,20,38,Red,Wheat,Ammonium Sulphate
26.9,39,34,5,11,69,Red,Maize,MOP
31.4,43,39,0,13,78,Loamy,Cotton,MOP
25.3,75,64,71,45,38,Red,Tobacco,NPK 20-20-20
23.9,67,57,58,38,49,Loamy,Cotton,NPK 20-20-20
25.6,61,52,46,60,56,Loamy,Cotton,NPK 10-26-26
29.7,56,34,10,13,59,Black,Maize,MOP
25.6,54,47,21,69,12,Red,Sugarcane,DAP
22.4,66,48,102,21,0,Loamy,Sugarcane,Urea
25.3,49,36,32,48,65,Black,Rice,NPK 10-26-26
36.1,65,49,14,85,12,Loamy,Oil Seeds,DAP
21.4,46,51,56,39,53,Red,Rice,NPK 10-26-26
29.8,49,42,32,21,24,Loamy,Rice,Ammonium Sulphate
28.9,53,38,1,55,18,Black,Ground Nuts,SSP
28.1,50,33,22,58,17,Red,Ground Nuts,SSP
24.6,61,46,52,49,57,Sandy,Oil Seeds,NPK 10-26-26
20.6,64,52,59,36,37,Red,Tobacco,NPK 20-20-20
21.9,34,43,0,47,12,Sandy,Oil Seeds,SSP
30.8,57,38,93,29,5,Clayey,Sugarcane,Urea
27.2,27,29,17,51,18,Clayey,Millets,SSP
29.1,65,45,4,72,24,Loamy,Maize,DAP
33.6,53,47,14,78,25,Loamy,Rice,DAP
19.8,44,50,68,51,38,Sandy,Cotton,NPK 10-26-26
34.2,56,34,22,15,38,Sandy,Wheat,Ammonium Sulphate
32.8,46,43,24,13,31,Loamy,Tobacco,Ammonium Sulphate
29.1,50,43,49,59,57,Red,Cotton,NPK 10-26-26
20.9,77,45,13,83,33,Loamy,Pulses,DAP
27.7,61,23,90,0,21,Black,Wheat,Urea
26.2,40,20,17,48,12,Sandy,Sugarcane,SSP
28.5,60,50,15,79,24,Red,Wheat,DAP
35.6,50,49,50,54,55,Red,Pulses,NPK 10-26-26
26.0,46,42,60,45,48,Black,Wheat,NPK 10-26-26
27.1,64,59,64,39,44,Loamy,Rice,NPK 20-20-20
24.5,70,53,45,41,43,Loamy,Sugarcane,NPK 20-20-20
24.3,52,46,41,43,52,Red,Cotton,NPK 10-26-26
21.0,71,58,15,69,27,Clayey,Millets,DAP
36.1,65,50,22,80,23,Black,Maize,DAP
31.6,48,43,17,44,8,Red,Oil Seeds,SSP
32.0,63,51,48,63,47,Sandy,Cotton,NPK 10-26-26
25.7,38,36,23,26,21,Sandy,Tobacco,Ammonium Sulphate
31.9,50,46,29,8,28,Loamy,Oil Seeds,Ammonium Sulphate
30.8,60,45,42,58,62,Sandy,Wheat,NPK 10-26-26
19.3,46,28,22,54,4,Loamy,Pulses,SSP
20.8,55,49,9,29,34,Loamy,Wheat,Ammonium Sulphate
27.9,41,49,82,15,0,Loamy,Cotton,Urea
38.7,61,56,65,39,36,Sandy,Rice,NPK 20-20-20
30.6,43,32,7,12,69,Clayey,Maize,MOP
23.7,42,46,26,8,19,Sandy,Pulses,Ammonium Sulphate
23.5,28,31,12,55,7,Red,Ground Nuts,SSP
32.0,43,44,9,24,63,Red,Wheat,MOP
33.4,62,40,83,10,29,Loamy,Wheat,Urea
30.9,48,35,7,10,78,Red,Sugarcane,MOP
34.2,47,48,46,50,47,Loamy,Rice,NPK 10-26-26
31.7,60,44,24,36,20,Black,Millets,Ammonium Sulphate
27.9,56,52,86,20,11,Black,Rice,Urea
30.7,38,32,16,47,21,Sandy,Oil Seeds,SSP
32.6,39,40,6,13,67,Black,Rice,MOP
18.0,38,29,10,51,5,Red,Pulses,SSP
22.9,45,29,15,12,79,Black,Wheat,MOP
